0,0,255
1,0,251
2,0,255
3,0,255
4,0,250
5,0,247
6,0,255
7,0,253
8,0,254
9,0,254
10,0,254
11,0,255
12,0,255
13,0,255
14,0,255
15,0,255
16,0,255
17,0,254
18,0,253
19,0,251
20,0,249
21,0,247
22,0,246
23,0,245
24,0,249
25,0,249
26,0,249
27,0,249
28,0,249
29,0,249
30,0,249
31,0,249
32,0,255
33,0,255
34,0,255
35,0,255
36,0,255
37,0,255
38,0,255
39,0,255
40,0,253
41,0,254
42,0,254
43,0,254
44,0,255
45,0,255
46,0,255
47,0,255
48,0,252
49,0,252
50,0,252
51,0,251
52,0,251
53,0,250
54,0,250
55,0,250
56,0,250
57,0,250
58,0,250
59,0,250
60,0,250
61,0,250
62,0,250
63,0,250
64,0,250
65,0,252
66,0,250
67,0,247
68,0,249
69,0,254
70,0,252
71,0,245
72,0,255
73,0,255
74,0,255
75,0,255
76,0,255
77,0,254
78,0,254
79,0,254
80,0,255
81,0,255
82,0,255
83,0,254
84,0,254
85,0,254
86,0,254
87,0,254
88,0,252
89,0,252
90,0,251
91,0,251
92,0,250
93,0,250
94,0,250
95,0,250
96,0,255
97,0,255
98,0,255
99,0,255
100,0,255
101,0,255
102,0,255
103,0,254
104,0,254
105,0,254
106,0,254
107,0,254
108,0,255
109,0,255
110,0,255
111,0,255
112,0,250
113,0,253
114,0,255
115,0,255
116,0,254
117,0,251
118,0,251
119,0,251
120,0,255
121,0,254
122,0,252
123,0,253
124,0,255
125,0,255
126,0,253
127,0,251
128,0,255
129,0,255
130,0,255
131,0,254
132,0,254
133,0,253
134,0,253
135,0,253
136,0,252
137,0,252
138,0,252
139,0,252
140,0,252
141,0,252
142,0,252
143,0,252
144,0,246
145,0,249
146,0,251
147,0,251
148,0,249
149,0,248
150,0,250
151,0,253
152,0,255
153,0,254
154,0,252
155,0,252
156,0,253
157,0,253
158,0,251
159,0,248
160,0,254
161,0,255
162,0,255
163,0,255
164,0,255
165,0,252
166,0,249
167,0,246
168,0,255
169,0,255
170,0,254
171,0,253
172,0,252
173,0,251
174,0,250
175,0,249
176,0,255
177,0,255
178,0,255
179,0,255
180,0,255
181,0,255
182,0,252
183,0,250
184,0,255
185,0,255
0,1,247
1,1,255
2,1,235
3,1,255
4,1,255
5,1,255
6,1,249
7,1,236
8,1,251
9,1,251
10,1,251
11,1,251
12,1,251
13,1,252
14,1,252
15,1,253
16,1,255
17,1,255
18,1,255
19,1,255
20,1,255
21,1,255
22,1,255
23,1,255
24,1,255
25,1,255
26,1,255
27,1,255
28,1,255
29,1,255
30,1,255
31,1,255
32,1,254
33,1,254
34,1,254
35,1,253
36,1,253
37,1,253
38,1,252
39,1,252
40,1,255
41,1,255
42,1,255
43,1,255
44,1,255
45,1,255
46,1,255
47,1,254
48,1,255
49,1,255
50,1,255
51,1,255
